customer_id,full_name,email,phone,region,postcode,signup_date,loyalty_member,age_group
CUST01039,Louise Hughes,jeremy95@example.net,+44(0)808 1570739,London,WA7 1YX,2024-03-30,False,26-35
CUST01040,Dr Mohammad Pickering,dpowell@example.net,+44(0)20 7496 0943,South East,SS29 3AR,2025-06-03,True,55+
CUST01041,Irene Morris,masonjacob@example.net,+44(0)1632 960 311,Wales,S20 0WA,2026-05-04,True,46-55
CUST01042,Timothy Stewart,jessica70@example.net,+44(0)115 496 0129,Scotland,S4 8BY,2024-05-31,False,36-45
CUST01043,Katy Wright,amy16@example.com,+44(0)1174960388,West Midlands,NP4E 2HZ,2024-10-11,True,55+
CUST01044,MRS NAOMI KENT,ireneedwards@example.net,(0121) 4960237,East of England,CO2 2BH,2023-12-23,True,26-35
CUST01045,Mrs Jacqueline Hicks,ilambert@example.com,0151 4960566,North West,CF5 4WW,2023-09-03,True,26-35
CUST01046,CATHERINE DIXON,terry25@example.org,+44(0)306 9990278,South East,E4 1PN,2023-05-31,False,46-55
CUST01047,Owen Greenwood,russellsarah@example.com,+44113 4960916,London,M9T 6PD,2024-01-14,True,46-55
CUST01048,LEAH NICHOLSON,pauline17@example.com,01632960062,South East,L8F 4ZT,2025-09-12,True,18-25
CUST01049,Laura Walker,johnsonelizabeth@example.org,01514960521,South East,L6 9ZN,2024-11-10,True,36-45
CUST01050,Rosemary Adams,sylvia46@example.org,+441164960264,London,N97 6HB,2023-09-25,False,36-45
CUST01051,Donna Knowles,athomas@example.net,+44116 4960928,North West,PR46 1HH,2023-12-28,True,18-25
CUST01052,Ms Melanie Walker,duncan03@example.net,020 7946 0275,North East,HX54 1ZY,2023-07-24,False,26-35
CUST01053,JOHN BEGUM,,(0808)1570946,Wales,NP8 3UA,2024-02-25,True,55+
CUST01054,Mandy Williams,tracey83@example.net,+44808 157 0855,Scotland,L7 7UJ,2023-07-23,True,26-35
CUST01055,Joseph Mills-Jackson,garrykennedy@example.org,09098790729,East of England,LN58 7FY,2025-11-07,True,36-45
CUST01056,MR LEE EDWARDS,thomsonrobert@example.org,+44(0)909 879 0941,South East,HR7 5BZ,2024-01-27,False,36-45
CUST01057,Henry Hart,cliverees@example.net,(0115) 4960392,Wales,CA4X 9FE,2023-09-27,False,46-55
CUST01058,Dr Lucy Morris,qwillis@example.net,01174960303,North East,L4H 6ZN,2024-05-14,True,46-55
CUST01059,ryan clayton,braygrace@example.net,0161 4960946,West Midlands,KW01 3ZP,2024-04-15,False,36-45
CUST01060,Hannah Wall,,+441514960200,North West,CV2M 3LU,2025-09-08,False,55+
CUST01061,Oliver Johnson,bethanking@example.net,0289018437,South East,W9 0EZ,2024-02-15,True,26-35
CUST01062,Mohammed Law,carol25@example.org,+44(0)306 999 0312,South East,B4C 0SH,2023-12-18,False,18-25
CUST01063,Anna Stokes,howardparker@example.net,+44(0)29 2018 0856,Yorkshire,B1H 2JT,2024-12-06,True,55+
CUST01064,Carol Davidson,zlawrence@example.net,01914960794,West Midlands,B56 6NY,2024-12-30,True,55+
CUST01065,Mrs Jade Davison,jonathanross@example.org,(0121) 4960702,South West,WV20 0EX,2026-02-28,True,18-25
CUST01066,Megan Jordan,damien34@example.net,+44(0)28 9018774,West Midlands,E4S 7AL,2025-05-09,True,18-25
CUST01067,Dr Rachel Brown,suzanne05@example.net,(0113) 4960923,South East,G0 9LS,2025-04-27,True,36-45
CUST01068,PAUL MCDONALD,smithlynn@example.org,+44306 999 0913,North West,PR61 5GG,2025-07-21,True,55+
CUST01069,Martyn Howell-Johnson,cabbott@example.org,+44(0)808 1570457,Scotland,RH86 1WT,2023-10-09,True,36-45
CUST01070,Dr Kelly Connolly,wlane@example.net,0306 999 0122,Wales,CW2E 5SY,2025-04-03,True,46-55
CUST01071,Chloe Hall,charlenemiles@example.net,+44(0)116 4960324,South East,B6F 1WQ,2023-12-02,True,18-25
CUST01072,Joel Dawson-Nash,cgibson@example.net,01632 960521,North West,G6E 9WJ,2023-07-06,False,26-35
CUST01073,Aaron Hardy-Parker,geraldjones@example.net,+441184960812,West Midlands,S19 6PY,2023-06-17,False,55+
CUST01074,Ms Helen Turner,lindafarmer@example.org,+44(0)161 4960224,Wales,WR8A 7JP,2024-04-19,True,46-55
CUST01075,Kirsty Chan,bakerowen@example.org,+44(0)1632 960 692,West Midlands,W7A 2ZP,2025-01-22,False,36-45
CUST01076,GARETH JONES-SWIFT,,(0161) 496 0429,London,L1G 5BE,2024-08-18,False,36-45
CUST01077,barbara begum-allen,,+448081570555,North East,S4A 8AL,2023-07-01,False,36-45
CUST01078,Nicholas Knowles,sgilbert@example.org,+44(0)292018057,South West,W1S 1LY,2025-10-19,False,55+
CUST01079,Dr Hilary Lee,leonard96@example.org,+4429 2018 0720,South East,SN32 5EE,2025-02-03,True,18-25
CUST01080,Shirley Davidson,maria56@example.com,0115 496 0460,Wales,SL94 8RY,2026-03-23,True,46-55
CUST01081,Mr Garry Smith,,+44(0)161 496 0362,West Midlands,CA73 9GD,2024-08-29,False,55+
CUST01082,Miss Anna Wood,cliffordmorrison@example.com,(0117) 4960859,South West,N8F 7JR,2025-11-03,True,26-35
CUST01083,Frank Hill,cherylchandler@example.org,0114 496 0845,East of England,TQ20 4GQ,2025-11-29,False,46-55
CUST01084,Keith Evans-Singh,samuelrahman@example.net,+441614960392,Yorkshire,L9 5PR,2023-12-17,False,36-45
CUST01085,Miss Samantha Martin,tthomas@example.com,0131 496 0997,London,E67 7SW,2023-09-09,True,18-25
CUST01086,Sian Smith,ritaclark@example.org,+44(0)131 4960335,North East,B2 8FX,2025-08-07,True,46-55
CUST01087,Natasha Gregory,geoffrey81@example.net,+44808 1570763,South West,G9 8SB,2025-07-23,False,46-55
CUST01088,Thomas Mason,craig18@example.org,+44(0)141 496 0190,Wales,DT6 7JD,2023-08-12,False,55+
CUST01089,Melissa Higgins,robin56@example.com,+44(0)1314960050,North West,E61 7PG,2024-12-05,True,46-55
CUST01090,Ricky Baker-Frost,bibiwilliam@example.com,(0909) 879 0176,Yorkshire,L97 3JQ,2024-01-18,True,55+
CUST01091,Denise Powell,carol27@example.com,+44(0)131 496 0334,North East,YO4 0XE,2024-09-17,True,55+
CUST01092,Lynn Newton,oday@example.net,(01632) 960059,Yorkshire,M5 8DJ,2024-05-13,False,46-55
CUST01093,Mrs Tina Harvey,usmith@example.net,(0117) 496 0468,South West,N09 1YB,2025-07-22,False,36-45
CUST01094,Joseph Mitchell,lhorton@example.org,0306 9990350,North West,S66 3FE,2024-10-14,True,26-35
CUST01095,Dr Amy Young,tsmith@example.net,0113 4960355,London,TN4 4XU,2025-10-29,False,46-55
CUST01096,LEANNE JENKINS,grace95@example.net,0808 157 0315,London,G3 3XS,2026-01-28,False,36-45
CUST01097,Jemma Berry,taylorjayne@example.net,0161 4960802,Wales,WN7 1YD,2025-04-16,True,18-25
CUST01098,Hugh Parkes,brownlinda@example.com,+44191 496 0805,South East,HG84 5LL,2025-02-09,False,36-45
CUST01099,Samantha Brown,dorothy57@example.org,(0151) 4960015,South East,BH4 8HT,2023-09-14,True,55+
CUST01100,Ms Abigail Clarke,bakerpaula@example.net,(0118) 496 0667,South East,M6 0UE,2024-05-17,False,46-55
CUST01101,Miss Georgia Hall,josephineclarke@example.net,01144960702,South East,L52 1PN,2024-09-14,True,46-55
CUST01102,DR JOSHUA PRICE,cookeileen@example.net,+44161 496 0695,Yorkshire,S7E 6YQ,2024-02-25,True,26-35
CUST01103,dr ronald todd,dwood@example.org,+44292018987,West Midlands,W0U 1RE,2023-12-21,True,36-45
CUST01104,Dr Carole Webb,bethan21@example.net,0151 4960754,South East,L22 9HQ,2025-12-29,False,26-35
CUST01105,rita brown,bakergarry@example.org,+44(0)289018052,East of England,WD9 8DP,2024-10-04,True,18-25
CUST01106,Stanley Mills,janet61@example.net,+44(0)3069990455,London,TN4 7EN,2025-06-12,False,36-45
CUST01107,Alison Elliott,gvaughan@example.net,+44(0)191 4960172,South East,CB8 6QD,2025-12-03,False,36-45
CUST01108,Sandra Matthews,kierancole@example.org,+441632960517,West Midlands,PE47 2FF,2024-03-25,True,46-55
CUST01109,julie fletcher-atkinson,harristerence@example.net,028 9018063,East of England,E2 5WD,2025-12-25,True,46-55
CUST01110,Dr Barbara Hall,patricksmith@example.org,(0141)4960736,Scotland,N3 9RR,2025-10-16,True,26-35
CUST01111,Mrs Rachael Hobbs,gary28@example.com,09098790281,West Midlands,PA45 3NG,2024-11-18,True,36-45
CUST01112,Mr Kevin Smith,rford@example.net,(0808) 1570922,Scotland,CA4W 9UU,2024-12-01,False,26-35
CUST01113,Denis Wells,heather28@example.net,(0113) 496 0468,London,S3 0FS,2024-08-26,True,26-35
CUST01114,Charlene Miller,shall@example.com,+441144960393,Yorkshire,N1 4PQ,2024-08-30,True,46-55
CUST01115,MISS LAUREN TOWNSEND,hughduffy@example.org,(0808) 1570370,East of England,MK4M 8RJ,2025-10-30,True,55+
CUST01116,BERNARD LEWIS,elliot67@example.net,01184960255,East of England,W54 6GU,2025-06-16,False,26-35
CUST01117,Marion Rees,rhill@example.net,(0114) 4960739,South West,G2C 5EY,2024-08-06,True,55+
CUST01118,Sylvia Barton,ronaldpayne@example.com,(029)2018393,Yorkshire,SA0 2XP,2024-08-14,True,18-25
CUST01119,linda barnes,nichollslynda@example.net,0117 496 0766,South West,L3K 5SU,2024-05-08,False,26-35
CUST01120,Dr Ronald Knight,csingh@example.com,(0161) 4960832,North East,S5K 3QW,2026-04-06,False,46-55
CUST01121,Ricky Marsh,francissamuel@example.net,+44(0)1174960270,South East,M5A 5BH,2023-08-06,False,36-45
CUST01122,Oliver Jones,viqbal@example.com,01184960181,Scotland,RH01 4BN,2023-10-31,False,26-35
CUST01123,JESSICA ASHTON,johngordon@example.net,+44(0)117 4960684,South West,L3 9TZ,2024-04-28,False,26-35
CUST01124,Mrs Clare Dunn,wholland@example.net,01614960669,North East,OX95 7WL,2024-11-06,False,18-25
CUST01125,Maurice Williams,amelia45@example.com,+44151 496 0320,London,WA6 9QP,2024-11-07,True,46-55
CUST01126,DR NATALIE SMITH,kgeorge@example.org,+441514960871,South West,OX12 2QN,2023-06-07,True,18-25
CUST01127,Natalie Hughes,hevans@example.com,+4428 9018 0034,London,S6 3PW,2025-03-04,True,55+
CUST01128,Callum Daniels,,+4420 7496 0440,London,PR5B 0UG,2024-12-07,False,36-45
CUST01129,CHELSEA SMITH,rhys83@example.net,+44808 157 0089,North West,GY7 7WN,2023-08-18,True,36-45
CUST01130,Dr Guy Kemp,bentleydeclan@example.net,+44(0)808 157 0342,North West,M92 2FF,2024-06-10,False,55+
CUST01131,Mrs Diane White,webstertimothy@example.com,0141 4960632,South West,E8 3TD,2025-05-28,False,36-45
CUST01132,Miss Paige Norman,jfrench@example.org,+44115 4960445,East of England,S50 1HE,2023-05-22,False,55+
CUST01133,Amanda Fox-Patel,shane50@example.com,+44306 9990343,East of England,BB05 4QP,2023-11-16,True,55+
CUST01134,MS GEORGINA SMITH,,+44(0)117 4960163,Scotland,DD7 9DS,2024-04-21,True,18-25
CUST01135,Ms Yvonne Jones,harperfiona@example.org,+44(0)115 496 0173,Scotland,W0D 2RU,2023-12-29,False,18-25
CUST01136,Mathew Evans,xpatel@example.net,(0151)4960666,Scotland,N6 0DW,2023-10-02,True,26-35
CUST01137,Alison Alexander,cookesally@example.com,(0909) 879 0630,South East,BL1X 3FL,2025-05-27,True,55+
CUST01138,Gerald Riley-McCarthy,oliver74@example.org,+441414960732,West Midlands,B6D 2QU,2024-11-04,True,55+
CUST01139,Miss Ellie Dobson,ycooke@example.com,0114 4960965,North East,LD2 7RZ,2023-09-13,True,36-45
CUST01140,CHRISTINE EVANS-SPENCER,sandrathomson@example.com,(0161)4960352,London,W1 7FD,2025-11-14,False,55+
CUST01141,LEE DAWSON,joanna64@example.com,(0151) 496 0027,South East,L71 2LJ,2024-03-08,False,46-55
CUST01142,francesca griffiths,ronald81@example.com,+44(0)1134960888,Scotland,WN8X 0UQ,2025-01-07,True,55+
CUST01143,Natasha Mills-Kelly,jennabryant@example.com,+44292018252,Scotland,LD5P 8GX,2025-09-23,True,26-35
CUST01144,Dr Jeffrey Miller,evanslydia@example.com,+441144960086,Yorkshire,L0W 2EH,2025-04-03,True,18-25
CUST01145,MATTHEW WATTS,richardhowarth@example.com,+44(0)2074960804,Wales,EC1 4BG,2023-05-16,False,26-35
CUST01146,ASHLEY FAULKNER,susan93@example.org,+44(0)131 496 0333,Yorkshire,B15 7ZR,2025-02-24,True,26-35
CUST01147,Jane Gordon,samantha49@example.com,(0151) 496 0010,South West,LS33 4PD,2025-05-22,True,18-25
CUST01148,Francesca Watkins,daviskelly@example.net,(0116) 4960835,West Midlands,G1G 7AL,2026-03-28,True,55+
CUST01149,Alan Burke-Tyler,wparker@example.org,028 9018 0713,North West,M69 7WP,2025-10-26,False,46-55
CUST01150,darren watson,hendersonmitchell@example.org,+44(0)808 157 0610,South West,LD80 2YG,2025-11-16,False,36-45
CUST01151,lisa barrett,jayne37@example.net,(0151)4960686,North East,S24 1NJ,2024-08-31,False,46-55
CUST01152,Heather Nicholls-Rahman,hwhite@example.com,+44(0)2074960751,Yorkshire,PO89 9BP,2026-04-29,True,55+
CUST01153,HARRIET PATEL,benwilliams@example.org,(0141) 496 0116,South East,N76 7WD,2025-01-23,False,36-45
CUST01154,Sandra Griffiths-Weston,dprice@example.net,(0191) 496 0540,North West,EC5P 9EX,2025-01-19,True,46-55
CUST01155,HAYLEY HALL-FITZGERALD,nicola44@example.net,+44(0)151 496 0916,West Midlands,S26 5GQ,2024-07-06,True,55+
CUST01156,DR DEBRA GEORGE,fiona12@example.net,01914960070,South East,W4U 2DB,2025-10-04,True,55+
CUST01157,MR FREDERICK WINTER,lewis36@example.org,+44(0)3069990668,West Midlands,TW3Y 6YX,2025-06-28,True,18-25
CUST01158,Dr Joanna Payne,butlereileen@example.org,0118 4960293,South East,UB5 7AE,2024-05-29,False,18-25
CUST01159,Mr Mathew Payne,qmoran@example.com,0131 496 0491,South East,L4G 2UD,2023-08-31,False,46-55
CUST01160,Julian Carter,benjaminwhite@example.net,+44(0)1414960460,North East,CB3 8SY,2025-12-05,True,26-35
CUST01161,Hugh Miller,,+44(0)1632 960943,North West,NE6 7YZ,2024-10-26,False,55+
CUST01162,MR COLIN LEACH,,+44(0)289018396,London,EH0A 8EQ,2024-01-20,True,46-55
CUST01163,Miss Kayleigh Hussain,gerardharvey@example.com,+44(0)289018433,Scotland,B00 4HR,2024-08-15,False,36-45
CUST01164,Jamie Giles,jay45@example.net,0113 4960438,North East,B1 6GR,2024-01-09,True,46-55
CUST01165,CAROLINE MARSDEN,maynicola@example.com,+44808 157 0391,West Midlands,GL3R 5AW,2023-09-18,True,18-25
CUST01166,Alexander Smart,williamsmelissa@example.net,+44(0)8081570930,Yorkshire,TQ87 6RB,2023-07-31,True,46-55
CUST01167,Miss Rosie Day,marshallbethan@example.com,(0909) 879 0413,Wales,W0 9UE,2023-12-19,False,18-25
CUST01168,Dale Williams-Lucas,craighowe@example.org,0909 8790333,South East,G8D 9EJ,2024-11-02,False,46-55
CUST01169,Harry Martin,angela13@example.com,0114 4960267,London,S4 4XW,2026-03-07,False,18-25
CUST01170,Kimberley Simpson,,+44(0)20 74960920,East of England,CA9R 3NB,2025-08-24,False,46-55
CUST01171,frederick matthews,khartley@example.net,+44115 4960397,North East,L0 9UB,2024-03-30,False,46-55
CUST01172,Carly Walker,ebennett@example.com,+44(0)116 496 0846,Wales,BN6E 9QW,2025-07-06,False,26-35
CUST01173,Jake Sharp,lynn05@example.org,(028) 9018061,London,TD4V 7PL,2026-04-22,False,46-55
CUST01174,Lewis Warren,jacobnicholls@example.org,0289018804,Scotland,PA0H 9RW,2025-06-16,True,46-55
CUST01175,Charlotte Reid,hartwendy@example.org,+44115 496 0373,London,WA3P 6DQ,2025-01-08,True,55+
CUST01176,Carol Herbert-Roberts,geraldlewis@example.org,(029) 2018654,Yorkshire,TF8 3EA,2024-08-16,True,46-55
CUST01177,Ian Thompson,andrewmccarthy@example.com,(0909) 879 0309,North West,IP5 1NR,2023-09-11,True,36-45
CUST01178,Graham Davies,amy79@example.com,+44909 879 0471,Scotland,N1 2SP,2025-10-13,True,18-25
CUST01179,Gary Morris,anne52@example.com,+44(0)1632960397,Scotland,AB44 9GN,2025-07-07,False,46-55
CUST01180,CONOR HARRISON-NELSON,simonpearce@example.com,09098790847,West Midlands,E42 3BH,2025-03-11,True,36-45
CUST01181,Dr Valerie Roberts,jowen@example.org,+44(0)289018792,West Midlands,CW91 7PS,2024-11-18,True,18-25
CUST01182,Dr Iain Wells,pauline39@example.com,01614960208,South East,ST7H 7DG,2025-12-21,True,46-55
CUST01183,Mr Stewart Kirby,jeffrey86@example.org,+44(0)1632960788,West Midlands,N1A 3SN,2023-10-07,True,36-45
CUST01184,Leigh Norton,daviesfrancis@example.net,0289018220,North West,SM6B 0AX,2024-07-12,True,46-55
CUST01185,Ms Katie Williams,garethgilbert@example.org,0115 496 0336,Scotland,TF14 5YH,2025-05-15,True,18-25
CUST01186,Vanessa Hanson,,+44(0)1164960775,Wales,LD2 2UE,2023-05-12,True,36-45
CUST01187,Melissa Lambert,dstephenson@example.net,+44(0)117 4960847,North West,E9C 9AN,2024-06-23,True,18-25
CUST01188,Mohammed Dixon,samsmith@example.com,+44(0)151 4960551,North West,BD6X 6JH,2025-08-30,True,46-55
CUST01189,Wendy Cooper,bernarddobson@example.com,+44116 4960942,South West,HS99 6LG,2024-09-04,False,36-45
CUST01190,Dr Cheryl Baker,ryanshannon@example.org,+4420 74960229,Wales,E29 8BB,2023-10-08,False,26-35
CUST01191,Reece Murphy-Williamson,saraevans@example.com,+44161 496 0753,North West,W6U 5AW,2025-03-23,False,46-55
CUST01192,Mr Keith Brown,ryangibson@example.net,+44141 496 0961,South West,PA6 6WD,2025-11-14,True,46-55
CUST01193,Jordan Kaur-Smith,vincentvalerie@example.org,029 2018 0568,North West,CT3 5AD,2024-02-07,True,36-45
CUST01194,Jayne Lewis,rogersdanielle@example.com,(0117) 496 0453,East of England,SW1B 5GE,2025-11-06,True,26-35
CUST01195,Joshua Moran,,(020)74960941,North East,G7 1SA,2023-08-22,True,36-45
CUST01196,Mrs Naomi Wells,kelly39@example.net,+44(0)115 496 0709,South West,CB2 9UY,2025-07-18,True,36-45
CUST01197,Valerie Stephens-Fletcher,,+44(0)121 496 0320,East of England,S6F 4NE,2024-09-10,True,46-55
CUST01198,Francesca Archer-Gill,umarsden@example.org,+44(0)1214960622,Scotland,HP6P 4HR,2026-01-18,False,36-45
CUST01199,JULIAN SIMMONS,denis13@example.net,(0306) 999 0960,South West,LU08 7ES,2025-11-18,True,36-45
CUST01200,Jay Allen,nmiah@example.com,+441414960257,South West,W0 4LR,2024-11-26,True,36-45
CUST01201,Kim Griffin,thayes@example.net,+4429 2018 0803,Yorkshire,M93 4LJ,2025-01-26,True,26-35
CUST01202,Mr Raymond Robinson,,+449098790684,London,TQ1 3EU,2025-12-06,False,46-55
CUST01203,Yvonne Jackson,glennsutton@example.net,+44909 8790018,Wales,HX78 0AH,2024-09-21,True,36-45
CUST01204,Harry Barber,,(01632)960468,South East,E1B 5RY,2025-03-26,True,18-25
CUST01205,Elliot Naylor,abbie19@example.org,0161 4960266,Scotland,TF1 3PR,2025-12-08,True,55+
CUST01206,Gemma Lewis,gavinwilson@example.org,+44(0)292018384,North East,DL2 6DZ,2025-12-03,True,55+
CUST01207,Angela Williams,natasha41@example.org,0151 4960279,North West,PL6E 0QR,2024-05-04,True,55+
CUST01208,Kayleigh Briggs,wardscott@example.net,(0118)4960618,Yorkshire,DA5W 3FG,2024-03-29,False,46-55
CUST01209,Jay Collins,ocox@example.net,(0118) 496 0717,South East,ML5R 2WH,2025-06-02,False,18-25
CUST01210,Mr Oliver Hancock,teresa41@example.org,01184960377,East of England,CO28 0WX,2025-08-18,False,36-45
CUST01211,Mr Wayne Bibi,mbird@example.net,0117 4960154,North East,KA2 6PR,2025-02-14,False,46-55
CUST01212,Marion Hill,qmiles@example.org,+44(0)28 9018873,North West,G0 2RP,2025-02-27,True,55+
CUST01213,mrs june barnes,dmarshall@example.org,+44(0)191 496 0473,Wales,E1 7WT,2023-07-18,True,55+
CUST01214,Jane Dixon,xlewis@example.net,01314960282,East of England,YO1 2XQ,2025-09-14,True,36-45
CUST01215,Mrs Ashleigh Baxter,ryan83@example.net,+44(0)1174960986,North East,SY2 2RX,2023-07-10,False,36-45
CUST01216,ALEX STEVENS,sally61@example.org,+44(0)161 496 0276,West Midlands,EX9 9HR,2023-10-29,True,46-55
CUST01217,Stephen Hodgson-Coles,wakhtar@example.org,+4429 2018205,London,B3C 6TR,2025-07-04,True,46-55
CUST01218,LIAM WALKER-HARDY,shaundavies@example.net,+44(0)131 496 0580,London,M46 9YN,2023-09-17,True,46-55
CUST01219,Lynne Preston,priceclare@example.net,(029) 2018 0946,Scotland,SY58 4UE,2026-04-04,False,46-55
CUST01220,William Evans,amy98@example.net,+44114 496 0186,North East,KA7A 8TN,2024-04-22,False,46-55
CUST01221,JASMINE CLARKE,lindseylawrence@example.com,+4428 9018453,North West,E46 8GX,2025-07-10,True,55+
CUST01222,christine carter,charlene46@example.org,0113 4960807,South West,L2E 1BG,2024-03-24,True,46-55
CUST01223,Carl Jones,daviesleon@example.org,(0151)4960341,West Midlands,SL67 3PD,2024-06-05,True,36-45
CUST01224,Aimee Walker-Cole,rpearce@example.org,0191 498 0753,Wales,E2B 9ZF,2024-06-28,True,55+
CUST01225,Tom Patel,pcarter@example.net,+441314960180,North East,WS6 1HY,2025-10-21,True,18-25
CUST01226,jenna smith-kent,jeffreyduncan@example.com,+44(0)118 4960641,South East,N11 1QJ,2024-12-07,True,26-35
CUST01227,Marie Jones,sheilasharp@example.com,(0116)4960757,North East,M0S 3UF,2024-12-06,True,46-55
CUST01228,Mrs Claire Edwards,patrickmorgan@example.org,+441214960040,London,N91 8TZ,2023-09-19,False,46-55
CUST01229,Debra Hopkins,brandonmorgan@example.net,+44121 4960450,West Midlands,WR2E 5GS,2024-04-20,True,36-45
CUST01230,jill whitehead-wong,kevin89@example.org,(0808)1570502,South East,KA1 2SP,2025-02-07,False,26-35
CUST01231,Dr Jay James,glenn12@example.net,(0113) 4960482,London,B19 2AZ,2024-03-21,False,36-45
CUST01232,JOSH HUNT,owenmarie@example.com,(0306) 999 0864,West Midlands,E07 2SU,2025-08-24,True,55+
CUST01233,Declan Richards-Grant,millsrosemary@example.com,0121 4960116,North East,EX3 1QY,2023-10-15,True,36-45
CUST01234,Richard Smith,garyroberts@example.net,(0808) 1570785,London,TD5V 2FU,2026-04-21,False,26-35
CUST01235,Ann Smith-Stanley,woodbenjamin@example.com,+44(0)289018607,London,SR6 2BR,2024-08-19,True,26-35
CUST01236,DENNIS HOWELLS,ealexander@example.org,(029)2018938,West Midlands,HP08 2SR,2023-12-02,True,55+
CUST01237,Angela Robertson,paula23@example.org,0141 496 0347,Yorkshire,WA56 5GL,2024-02-20,True,55+
CUST01238,elliot herbert,brookesheather@example.net,+44(0)1174960484,South West,SP0R 4ZL,2025-06-03,False,55+
CUST01239,SOPHIE CRAWFORD,mathew07@example.net,(0115) 496 0766,West Midlands,N0 4AD,2025-09-06,False,36-45
CUST01240,Anthony Anderson,tomwest@example.com,+44141 4960945,North East,W1 8LP,2026-01-14,True,26-35
CUST01241,MR ANTHONY LITTLE,dominic96@example.com,08081570311,North East,KY5E 1DQ,2024-08-13,True,55+
CUST01242,Julie White,,+44(0)8081570411,North East,NG9 6NJ,2024-11-21,True,55+
CUST01243,Ms Katherine Parker,leekerr@example.net,+44(0)909 8790750,West Midlands,HS3 6HP,2026-05-07,False,36-45
CUST01244,Callum Heath,kpatel@example.org,08081570069,West Midlands,G7 3GF,2024-01-31,False,36-45
CUST01245,Jean Thomson-Richardson,ruth38@example.com,+44(0)191 4960408,Yorkshire,B0 5EG,2023-10-26,True,18-25
CUST01246,Cameron Long,mohamedatkinson@example.org,(028) 9018942,North East,CV4V 9YZ,2024-07-25,True,46-55
CUST01247,Josh Martin,smitholivia@example.net,(0113) 496 0792,South West,W7 1LG,2024-04-28,True,46-55
CUST01248,Julie Taylor-Davies,jonesmohammed@example.com,(029)2018944,South East,KA0 5SA,2023-06-02,True,18-25
CUST01249,Miss Stephanie Evans,rmahmood@example.com,+44151 4960335,South East,LN0X 0GW,2025-03-28,True,36-45
CUST01250,Mr Graham Ferguson,jamie51@example.org,+441632 960 306,East of England,PL55 7JA,2024-01-07,True,26-35
CUST01251,Kayleigh Banks,hmurray@example.net,(0113) 4960335,Scotland,G90 0DT,2023-06-03,True,55+
CUST01252,Dr Naomi Kelly,,+441184960076,Yorkshire,BT5 2EY,2024-04-07,True,55+
CUST01253,Dr Leonard Singh,thorpeaimee@example.com,(0161)4960954,Scotland,S0A 7GN,2026-03-21,True,55+
CUST01254,ANNETTE FOWLER,ysingh@example.net,+44116 4960924,North East,L1K 4YD,2025-07-16,True,26-35
CUST01255,Richard Dunn,josephinebaker@example.org,(0141) 496 0621,West Midlands,WR44 6XJ,2024-09-06,False,26-35
CUST01256,Dr George Baldwin,christinecox@example.com,(0115) 496 0335,London,M4 4RY,2024-01-19,True,55+
CUST01257,Sharon Grant,,(0808)1570817,Scotland,SE0 8GT,2025-03-13,True,36-45
CUST01258,Dr Brenda Rowley,johnsonkarl@example.com,(0131)4960440,South West,W4 8LU,2024-07-20,False,46-55
CUST01259,Adam Moore,henryrobinson@example.org,(0191)4960509,East of England,NW09 3UF,2025-10-18,False,46-55
CUST01260,Georgia Shaw,joyce52@example.org,(01632) 960 287,Wales,HA7 6XW,2025-08-24,True,18-25
CUST01261,June Macdonald,mohammed62@example.org,(0131) 4960267,Yorkshire,HG6 9YU,2024-01-14,True,26-35
CUST01262,mr kevin reed,linda80@example.net,+44131 496 0342,East of England,S0 0ND,2024-06-06,False,18-25
CUST01263,Stanley Phillips,zmetcalfe@example.net,01134960879,North East,DH7A 3XP,2023-08-13,False,26-35
CUST01264,Nicholas Oliver,gprice@example.net,(0115) 496 0693,East of England,DA3N 7PQ,2025-07-07,True,55+
CUST01265,Sheila Stevenson,alexandrajones@example.net,0306 9990828,North East,M2G 2EW,2025-11-08,True,18-25
CUST01266,ALEXANDRA DODD,marian22@example.org,0117 496 0834,London,KA10 8RX,2023-07-31,True,18-25
CUST01267,mr alan ingram,,01174960405,Scotland,KA9E 0TP,2024-07-02,True,18-25
CUST01268,Conor O'Connor,,029 2018 0631,Wales,B7E 7ZB,2024-09-10,False,26-35
CUST01269,SHANNON METCALFE-THOMSON,ruthharvey@example.org,+44(0)117 496 0555,North East,PE0 8JP,2026-01-22,False,46-55
CUST01270,MR JEREMY DAWSON,timothy03@example.net,0117 4960665,South West,UB9P 6DJ,2024-06-14,True,18-25
CUST01271,Rita Wright,allan19@example.com,+44(0)1164960624,Scotland,JE2 7DL,2025-09-23,True,18-25
CUST01272,Stanley Macdonald,graeme82@example.com,+441134960813,North East,SM3R 5AT,2025-08-29,True,36-45
CUST01273,Mr Max Smith,charlie39@example.net,01154960608,East of England,L86 4RQ,2025-08-20,True,18-25
CUST01274,Jenna Winter,csummers@example.org,029 2018 0290,London,M1K 2RY,2024-11-18,False,36-45
CUST01275,MAURICE SHARP,nolanderek@example.net,+443069990164,North East,L8U 0QS,2025-08-21,False,55+
CUST01276,Roger Johnson,abrown@example.com,(0306)9990521,East of England,ZE28 5QE,2026-01-18,True,18-25
CUST01277,Miss Paige Tucker,edwardsamanda@example.net,03069990792,Yorkshire,UB9 0ZB,2023-10-19,True,26-35
